YEAR,MONTH,DAY,HOUR,TEMP,WS,WD,HUM,AP,SLP,VISIBILITY,GTEMP,N_ELEC,ELEC,N_ELEC2
2022,10,1,0,17,0.1,0,98,1012.4,1017.1,164,16.2,4.7002,0,4.7002
2022,10,1,1,15.8,0.9,290,100,1012.6,1017.3,135,15.5,4.5115,0.84,4.5115
2022,10,1,2,15.6,0.2,0,100,1012.7,1017.4,110,15.1,4.3178,0.91,4.3178
2022,10,1,3,15.4,0.7,110,100,1012.8,1017.6,174,14.9,4.2196,0.25,4.2196
2022,10,1,4,14.9,0.2,0,100,1013,1017.7,124,14.5,4.1633,0.17,4.1633
2022,10,1,5,14.1,0.3,0,100,1013.3,1018.1,6,15.6,4.1716,0.18,4.1716
2022,10,1,6,14.6,0.1,0,100,1013.6,1018.3,7,16.4,4.2467,0.24,4.2467
2022,10,1,7,15.1,1.1,140,100,1014.1,1018.9,6,16.8,4.3426,0.27,4.3426
2022,10,1,8,15.2,0.9,140,100,1014.7,1019.5,12,17.8,4.3668,0.26,4.3668
2022,10,1,9,16.7,0.9,180,100,1015.1,1019.8,151,21.2,4.2155,0.21,4.2155
2022,10,1,10,20.1,1.4,270,84,1015.6,1020.3,454,27,4.0681,0.24,4.0681
2022,10,1,11,22.2,1,200,72,1015,1019.6,454,30.9,4.0029,0.2,4.0029
2022,10,1,12,23.6,1.5,180,62,1014.4,1019,546,31.8,3.9307,0.58,3.9307
2022,10,1,13,23.8,1.4,160,59,1013.8,1018.4,404,30.6,3.8999,0.63,3.8999
2022,10,1,14,25.8,1.4,110,32,1012.9,1017.5,1183,31.9,3.9284,0.67,3.9284
2022,10,1,15,26,0.5,230,38,1012.8,1017.4,1170,29.5,4.0198,0.99,4.0198
2022,10,1,16,27,0.5,250,41,1012.6,1017.1,949,28.1,4.1845,0.69,4.1845
2022,10,1,17,25.2,1.4,270,48,1012.6,1017.2,558,26.3,4.4217,0.58,4.4217
2022,10,1,18,23.3,1.1,320,57,1013,1017.6,579,23.4,4.6491,0.35,4.6491
2022,10,1,19,21.9,0.1,0,69,1013.1,1017.7,811,21.5,4.8596,0.41,4.8596
2022,10,1,20,20.7,1.4,270,76,1013.9,1018.6,770,20.3,4.8946,0.41,4.8946
2022,10,1,21,19.1,0.2,0,79,1013.8,1018.5,520,19.1,4.8744,0.37,4.8744
2022,10,1,22,18.9,0.5,270,79,1013.6,1018.3,568,18.8,4.8492,0.4,4.8492
2022,10,1,23,18.4,0.8,290,79,1013.7,1018.4,668,18.1,4.7946,0.58,4.7946
2022,10,2,0,17.2,0.2,0,84,1013.5,1018.2,619,17,4.8241,0.5,4.8241
2022,10,2,1,16.6,0,0,90,1013.2,1017.9,517,16.2,4.4336,0.88,4.4336
2022,10,2,2,17.4,0.3,0,88,1013.3,1018,810,17.2,4.2567,0.96,4.2567
2022,10,2,3,18.9,1.4,110,81,1012.8,1017.5,745,17.3,4.1613,0.46,4.1613
2022,10,2,4,19.6,1.6,110,75,1012.8,1017.4,1990,17.8,4.1168,0.69,4.1168
2022,10,2,5,19.9,2.1,90,72,1013,1017.6,1170,17.9,4.1335,0.52,4.1335
2022,10,2,6,19.4,0.5,50,76,1014.3,1018.9,696,17.9,4.2126,0.5,4.2126
2022,10,2,7,18.8,0.6,70,82,1014.1,1018.8,911,18,4.1878,0.32,4.1878
2022,10,2,8,19.8,1.2,110,76,1013.7,1018.3,1333,18.5,4.1523,0.29,4.1523
2022,10,2,9,20,2.3,110,74,1013.8,1018.5,1305,19.2,4.2403,0.21,4.2403
2022,10,2,10,21.5,4.2,110,65,1013.5,1018.1,1817,22.6,4.1963,0.63,4.1963
2022,10,2,11,22.2,3.6,110,61,1013.7,1018.3,1959,23.7,4.227,0.22,4.227
2022,10,2,12,23,3.8,110,57,1013.1,1017.7,1946,25.9,4.3104,0.8,4.3104
2022,10,2,13,23.1,2.9,90,56,1012.6,1017.2,1916,24.6,4.4162,0.97,4.4162
2022,10,2,14,22.5,4.3,110,59,1011.5,1016.1,2056,23.8,4.5906,0.76,4.5906
2022,10,2,15,22.6,3,90,58,1010.6,1015.2,2013,23.4,4.7795,0.67,4.7795
2022,10,2,16,22.4,4.2,110,59,1009.6,1014.2,1995,23.2,4.9565,0.9,4.9565
2022,10,2,17,22,1.1,50,64,1010.4,1015,1799,21.7,5.1502,0.33,5.1502
2022,10,2,18,18.5,1.3,50,92,1010.9,1015.6,465,19.5,5.1651,0.42,5.1651
2022,10,2,19,18.7,1.9,110,89,1010.3,1014.9,1620,18.7,5.116,0.37,5.116
2022,10,2,20,18.7,2.8,90,89,1010.4,1015,1639,18.3,5.0417,0.63,5.0417
2022,10,2,21,18.2,1.5,140,96,1010.2,1014.9,1124,18.5,4.9491,0.98,4.9491
2022,10,2,22,18.6,1.8,110,95,1009.6,1014.2,1145,18.5,4.9503,0.56,4.9503
2022,10,2,23,19,1.4,140,89,1009.6,1014.2,1490,18.7,4.5557,0.74,4.5557
2022,10,3,0,18.8,1.6,110,92,1009.6,1014.2,1250,18.8,4.3777,0.98,4.3777
2022,10,3,1,18.5,1.5,110,96,1009.7,1014.4,1052,18.7,4.2817,0.53,4.2817
2022,10,3,2,18.5,1.8,110,100,1009.4,1014.1,289,18.8,4.2262,0.54,4.2262
2022,10,3,3,18.6,0.7,90,100,1009.1,1013.7,562,18.9,4.2363,1.04,4.2363
2022,10,3,4,19.2,1.6,140,100,1008.5,1013.1,624,19,4.3236,1.22,4.3236
2022,10,3,5,19.5,1.8,110,100,1008.9,1013.5,332,19.3,4.3984,0.54,4.3984
2022,10,3,6,20.1,0.7,50,100,1009.2,1013.9,207,19.5,4.4953,0.32,4.4953
2022,10,3,7,20.3,0.9,90,100,1009.6,1014.2,311,19.8,4.5977,0.44,4.5977
2022,10,3,8,21.4,1.7,160,100,1009.8,1014.4,446,20.3,4.6408,0.31,4.6408
2022,10,3,9,22.2,1.9,160,100,1009.8,1014.4,438,21.2,4.6852,0.23,4.6852
2022,10,3,10,22.6,2.4,180,100,1009.9,1014.5,544,21.6,4.6136,0.27,4.6136
2022,10,3,11,23,2,200,100,1009.5,1014.1,374,22,4.5416,2.55,4.5416
2022,10,3,12,23.5,1.9,200,100,1008.9,1013.5,1202,22.5,4.5877,0.97,4.5877
2022,10,3,13,23.7,2.3,230,98,1008.3,1012.9,1010,22.5,4.7092,0.35,4.7092
2022,10,3,14,23.8,1.6,180,97,1007.4,1011.9,1170,22.7,4.8703,0.97,4.8703
2022,10,3,15,23.9,2.6,230,97,1007.6,1012.1,1137,22.9,5.0332,1.36,5.0332
2022,10,3,16,24.2,2.7,180,92,1006.5,1011,1193,23,5.164,0.8,5.164
2022,10,3,17,24.4,2.3,200,90,1006.3,1010.8,1274,23,5.3653,1.31,5.3653
2022,10,3,18,24.3,2.9,200,90,1006.6,1011.1,1343,22.4,5.3633,1.31,5.3633
2022,10,3,19,24.5,2.8,200,89,1006.9,1011.4,1733,22.3,5.2997,1.22,5.2997
2022,10,3,20,24.3,3.7,180,90,1006.9,1011.4,1154,22.2,5.2147,1.42,5.2147
2022,10,3,21,23.7,4,160,95,1005.1,1009.6,1001,22.2,5.1004,1.25,5.1004
2022,10,3,22,24.1,6.1,200,91,1005.3,1009.8,1316,22.2,5.1112,0.88,5.1112
2022,10,3,23,23.8,4.8,200,91,1005,1009.5,1669,22.1,4.6748,0.56,4.6748
2022,10,4,0,23.7,4.5,200,94,1004.3,1008.8,1526,22.2,4.4903,0.31,4.4903
2022,10,4,1,23.4,3.7,250,99,1003.6,1008.1,696,22.2,4.3767,0.43,4.3767
2022,10,4,2,22,2.5,250,100,1003.5,1008.1,880,21.8,4.3161,0.52,4.3161
2022,10,4,3,21.8,1.9,270,100,1003.7,1008.3,2000,21.6,4.3269,0.56,4.3269
2022,10,4,4,21.3,1.9,250,100,1003.7,1008.3,476,21.4,4.3956,0.54,4.3956
2022,10,4,5,20.5,2.2,320,97,1003.8,1008.4,2000,20.9,4.4977,0.41,4.4977
2022,10,4,6,20.5,3.1,290,96,1004.9,1009.5,2000,20.7,4.6176,0.39,4.6176
2022,10,4,7,19.6,3.3,270,97,1006,1010.6,1193,20.4,4.748,0.76,4.748
2022,10,4,8,18.6,3.1,290,94,1006.6,1011.2,1997,20.2,4.8394,0.7,4.8394
2022,10,4,9,18.7,2.2,290,86,1007.5,1012.1,2000,20.8,4.9472,0.39,4.9472
2022,10,4,10,18.9,3.9,320,78,1008.1,1012.7,2000,22.8,4.9717,0.45,4.9717
2022,10,4,11,19.3,3.7,320,78,1008.2,1012.8,2000,24.2,4.9781,0.29,4.9781
2022,10,4,12,21.4,3.3,290,68,1008.3,1012.9,2000,30.1,5.027,0.46,5.027
2022,10,4,13,21.1,3.4,290,67,1008.3,1012.9,1958,29.1,5.0892,0.68,5.0892
2022,10,4,14,21.2,4.2,270,70,1008.2,1012.8,1957,30.3,5.146,0.4,5.146
2022,10,4,15,19.9,4.6,270,69,1008.6,1013.2,2000,26.2,5.2529,0.26,5.2529
2022,10,4,16,20.1,3.4,270,67,1009,1013.6,2000,24.7,5.3807,0.43,5.3807
2022,10,4,17,19.1,3.6,270,67,1010,1014.6,2000,22,5.5638,0.53,5.5638
2022,10,4,18,18,3,250,71,1010.5,1015.2,2000,19.9,5.5578,1.09,5.5578
2022,10,4,19,17.8,2.6,270,70,1011.3,1016,2000,18.9,5.4786,1.03,5.4786
2022,10,4,20,17.4,3.5,290,67,1011.9,1016.6,2000,18.1,5.3656,1.33,5.3656
2022,10,4,21,16.5,3,290,66,1012.3,1017,2000,17.2,5.2534,0.95,5.2534
2022,10,4,22,15.9,3,320,65,1012.7,1017.4,2000,17.1,5.8144,0.71,5.8144
2022,10,4,23,15.1,1.9,290,66,1013.2,1018,2000,16.5,4.8229,0.3,4.8229
2022,10,5,0,14.5,1.4,320,67,1013.4,1018.2,2000,16.1,4.6508,0.28,4.6508
2022,10,5,1,14.4,1.6,320,66,1013.7,1018.5,2000,16.1,4.5711,0.26,4.5711
2022,10,5,2,13.9,1.1,250,74,1014.1,1018.9,2000,15.8,4.5472,0.25,4.5472
2022,10,5,3,13.7,1.2,250,75,1014.1,1018.9,2000,15.7,4.6024,0.25,4.6024
2022,10,5,4,13.1,0.4,0,82,1013.9,1018.7,2000,15.1,4.7627,0.19,4.7627
2022,10,5,5,12.6,0.5,290,86,1014.3,1019.1,2000,14.6,5.0585,0.26,5.0585
2022,10,5,6,12.9,1,160,82,1015.3,1020.1,2000,13.8,5.3909,0.23,5.3909
2022,10,5,7,13,0.7,110,84,1015.7,1020.5,1810,14,5.7332,0.58,5.7332
2022,10,5,8,14.2,1.2,160,80,1016.1,1020.9,2000,15.3,5.7506,0.57,5.7506
2022,10,5,9,15.5,1.5,140,73,1016.6,1021.4,2000,17.5,5.725,0.22,5.725
2022,10,5,10,16.7,1.6,140,64,1016.9,1021.6,1975,20.8,5.6294,0.23,5.6294
2022,10,5,11,18.9,1.2,90,61,1016.8,1021.5,1974,24.4,5.4355,0.18,5.4355
2022,10,5,12,18.8,1.7,140,58,1016.2,1020.9,1984,24.8,5.6858,0.17,5.6858
2022,10,5,13,19.9,2.5,180,50,1015,1019.6,2000,26.5,5.8794,0.27,5.8794
2022,10,5,14,20.8,2.5,230,48,1014.2,1018.9,2000,28.2,6.046,0.16,6.046
2022,10,5,15,20,1.6,270,47,1013.8,1018.5,2000,26.4,6.3179,0.19,6.3179
2022,10,5,16,20.6,2.6,270,47,1013.3,1018,1998,23.2,6.447,0.19,6.447
2022,10,5,17,18.8,3.7,290,58,1013.9,1018.6,1987,20,6.5238,0.34,6.5238
2022,10,5,18,17.3,2.2,270,64,1014.7,1019.4,2000,17.9,6.4297,0.33,6.4297
2022,10,5,19,16,0.9,250,77,1015.5,1020.2,2016,16.9,6.2545,0.3,6.2545
2022,10,5,20,15.4,1.2,250,81,1016.2,1021,1778,16.5,6.0605,0.35,6.0605
2022,10,5,21,15.5,0.9,250,82,1016.2,1021,1967,16.4,5.8737,0.48,5.8737
2022,10,5,22,15.6,0.1,0,83,1015.8,1020.6,1586,16.2,5.9095,0.32,5.9095
2022,10,5,23,15.3,0.4,0,85,1016.3,1021.1,1558,16.1,5.4784,0.44,5.4784
2022,10,6,0,15.9,1,20,78,1016.6,1021.4,2000,16,5.2907,0.33,5.2907
2022,10,6,2,15.2,0.2,0,87,1015.9,1020.7,1836,15.9,5.208,0.32,5.208
2022,10,6,3,15,0.5,20,84,1016.1,1020.9,2000,15.5,5.1811,0.32,5.1811
2022,10,6,4,15.2,1.1,50,81,1016,1020.8,2000,15.3,5.2221,0.34,5.2221
2022,10,6,5,14.4,0.5,50,84,1016.1,1020.9,1950,14.5,5.3565,0.27,5.3565
2022,10,6,6,14.6,1.2,70,83,1016.4,1021.2,1986,14.4,5.6053,0.34,5.6053
2022,10,6,8,15.1,1.3,50,78,1016.5,1021.3,2000,15.4,5.8417,0.59,5.8417
2022,10,6,9,16,1.1,50,75,1016.8,1021.6,2000,17.8,6.0337,0.34,6.0337
2022,10,6,10,17.1,1.5,50,70,1016.7,1021.4,2000,20.9,5.992,0.2,5.992
2022,10,6,11,18.1,1.1,110,66,1015.9,1020.6,1947,20.4,5.9332,0.16,5.9332
2022,10,6,12,19.5,1.3,140,63,1015.4,1020.1,2000,25.8,5.7853,0.81,5.7853
2022,10,6,13,19.7,3.3,90,59,1013.9,1018.5,1816,27.5,5.5563,1.42,5.5563
2022,10,6,14,19.6,2,90,56,1014.1,1018.7,2000,25,5.7929,0.52,5.7929
2022,10,6,15,19.1,1.5,340,61,1013,1017.7,2000,21.3,5.9991,0.16,5.9991
2022,10,6,16,19.4,2.1,270,61,1013.3,1017.9,2000,21.6,6.1927,0.18,6.1927
2022,10,6,17,18.9,2,320,64,1012.9,1017.6,2000,20.2,6.4899,0.39,6.4899
2022,10,6,18,17.6,2.3,320,70,1012.9,1017.6,2000,18.1,6.6018,0.9,6.6018
2022,10,6,19,17,1.7,320,73,1013.4,1018.1,2000,17.1,6.6935,0.52,6.6935
2022,10,6,20,16.9,0.9,320,74,1013.6,1018.3,2000,16.9,6.5806,0.58,6.5806
2022,10,6,21,16.7,1.8,340,75,1014.3,1019,1996,16.5,6.3911,0.47,6.3911
2022,10,6,22,16.5,0.9,340,72,1014,1018.7,2000,16.5,6.2008,0.87,6.2008
2022,10,6,23,16.1,1.1,320,75,1014.2,1018.9,2000,16.4,5.9922,0.41,5.9922
2022,10,7,0,15.6,1.4,320,78,1013.9,1018.7,2000,16,5.9532,0.39,5.9532
2022,10,7,1,15.6,1.3,340,75,1013.8,1018.5,2000,15.8,5.5607,0.24,5.5607
2022,10,7,2,14.9,1.8,320,85,1013.9,1018.6,2000,15.7,5.3783,0.23,5.3783
2022,10,7,3,14.3,1.8,320,84,1013.7,1018.5,2000,15.4,5.2787,0.34,5.2787
2022,10,7,4,13.5,2.4,320,83,1013.8,1018.6,2000,15,5.2471,0.2,5.2471
2022,10,7,5,12.6,2.8,320,82,1014.1,1018.9,2000,13.5,5.286,0.2,5.286
2022,10,7,6,12.1,2.8,320,81,1014.7,1019.5,1955,12.8,5.3959,0.18,5.3959
2022,10,7,7,11.8,2.4,320,82,1015,1019.8,2000,12.3,5.6456,0.76,5.6456
2022,10,7,8,13,2.4,290,75,1015.5,1020.3,2000,13.8,5.9008,0.39,5.9008
2022,10,7,9,14.2,2.2,340,67,1015.7,1020.5,1994,19.7,6.1392,0.34,6.1392
2022,10,7,10,15.3,3.3,320,63,1016,1020.8,1994,24.2,6.0748,0.24,6.0748
2022,10,7,11,16.8,3.2,290,60,1015.7,1020.4,2000,28,6.0282,0.24,6.0282
2022,10,7,12,16.6,3.4,320,60,1015.5,1020.2,2000,25.4,5.9319,0.48,5.9319
2022,10,7,13,17.2,2.6,320,57,1015,1019.7,2000,25.2,5.6718,0.37,5.6718
2022,10,7,14,17.8,4.1,320,55,1014.7,1019.4,1999,26.6,5.9774,0.23,5.9774
2022,10,7,15,17.6,3.6,320,57,1014.5,1019.2,1994,23.6,6.202,0.3,6.202
2022,10,7,16,18.7,4,320,53,1014.6,1019.3,2000,21.3,6.3531,0.31,6.3531
2022,10,7,17,18,3.6,320,53,1014.8,1019.5,2000,18.5,6.5913,0.36,6.5913
2022,10,7,18,16.6,2.3,320,59,1015.5,1020.2,2000,16.4,6.6064,0.39,6.6064
2022,10,7,19,15.2,2.4,320,59,1016.6,1021.4,1935,14.8,6.6722,0.38,6.6722
2022,10,7,20,14.7,1.8,320,49,1017.5,1022.3,2000,13.9,6.5619,0.59,6.5619
2022,10,7,21,14.1,2,340,41,1018.4,1023.2,2000,12.8,6.3868,0.7,6.3868
2022,10,7,22,12.8,0.5,290,55,1018.7,1023.5,2000,12.3,6.2034,0.7,6.2034
2022,10,7,23,11.8,1,290,60,1019.1,1023.9,2000,11.8,6.0157,1.21,6.0157
2022,10,8,0,10.7,0.7,290,67,1019.3,1024.2,2000,11.5,5.9457,0.24,5.9457
2022,10,8,1,10.2,0.2,0,77,1019.5,1024.4,2000,11.1,5.6143,0.22,5.6143
2022,10,8,2,11.8,0.8,90,84,1019.6,1024.4,2000,10.9,5.4345,0.29,5.4345
2022,10,8,3,11.6,0.6,70,86,1019.6,1024.4,1987,10.8,5.3439,0.24,5.3439
2022,10,8,4,11.6,1,110,84,1019.7,1024.5,2000,10.6,5.3042,0.2,5.3042
2022,10,8,5,11.7,1.6,90,83,1019.9,1024.7,2000,10.7,5.3332,0.16,5.3332
2022,10,8,6,11.6,1,90,85,1020.4,1025.3,2000,10.5,5.4625,0.17,5.4625
2022,10,8,7,12,1.1,90,81,1020.6,1025.4,2000,10.8,5.7029,0.72,5.7029
2022,10,8,8,13.7,2.2,110,73,1021,1025.8,2000,12.4,5.9503,0.28,5.9503
2022,10,8,9,15.5,2.6,110,65,1021.3,1026.1,2000,17.7,6.1815,0.32,6.1815
2022,10,8,10,16.8,3,90,60,1021.4,1026.2,2000,20.9,6.1177,0.97,6.1177
2022,10,8,11,18.1,2.5,90,55,1020.9,1025.6,2000,24.3,6.0479,0.89,6.0479
2022,10,8,12,19.2,2.7,70,52,1020.2,1024.9,2000,26.3,5.9046,0.61,5.9046
2022,10,8,13,19.2,2.6,110,48,1019.8,1024.5,1992,23.5,5.6253,0.47,5.6253
2022,10,8,14,20.2,2.4,140,43,1018.7,1023.4,2000,23.9,5.8739,0.33,5.8739
2022,10,8,15,19.5,2.3,70,47,1018.1,1022.8,2000,21.5,6.0512,0.4,6.0512
2022,10,8,16,20.7,3.2,90,42,1018,1022.7,1999,19.4,6.2288,0.77,6.2288
2022,10,8,17,20.4,2.9,140,40,1017.6,1022.3,2000,17.4,6.4805,0.83,6.4805
2022,10,8,18,18.9,3,90,49,1017.1,1021.8,2000,15.5,6.5563,1.18,6.5563
2022,10,8,19,17.7,1,140,54,1018.3,1023,1933,14.6,6.6261,0.73,6.6261
2022,10,8,20,15.2,0.4,0,68,1018.6,1023.4,2000,13.9,6.5165,1.51,6.5165
2022,10,8,21,14.9,0.6,110,72,1019.2,1024,1988,13.3,6.3216,0.61,6.3216
2022,10,8,22,15.9,2.7,110,64,1019.5,1024.3,2000,13.2,6.1437,0.49,6.1437
2022,10,8,23,15.6,2.5,110,65,1019.8,1024.6,2000,13.3,5.9713,0.54,5.9713
2022,10,9,0,15.5,3.2,110,64,1019.1,1023.9,2000,13.1,5.7235,0.55,5.7235
2022,10,9,1,15.1,2.6,90,65,1019,1023.8,2000,13.1,5.5782,0.22,5.5782
2022,10,9,2,14.8,2.4,90,66,1018.6,1023.4,2000,12.9,5.3759,0.19,5.3759
2022,10,9,3,14.5,2.1,110,68,1018,1022.8,2000,12.9,5.2706,0.27,5.2706
2022,10,9,4,14.7,2.4,110,67,1017.7,1022.5,2000,13.3,5.2141,0.25,5.2141
2022,10,9,5,14.5,2.4,90,68,1017.2,1022,2000,12.9,5.2257,0.4,5.2257
2022,10,9,6,14.4,2.3,90,68,1017.3,1022.1,2000,13,5.3141,0.2,5.3141
2022,10,9,7,14.4,2.8,90,67,1016.5,1021.3,2000,12.9,5.4398,0.18,5.4398
2022,10,9,8,14.3,2.8,110,69,1016.7,1021.5,2000,13.5,5.5066,0.3,5.5066
2022,10,9,9,14.8,1.8,160,70,1016.6,1021.4,2000,14.8,5.6017,0.55,5.6017
2022,10,9,10,13.9,2.1,140,81,1016.1,1020.9,1688,15.2,5.5963,0.84,5.5963
2022,10,9,11,13.5,2.6,160,85,1015.7,1020.5,2055,15.5,5.659,0.54,5.659
2022,10,9,12,13.8,0.9,200,88,1014.7,1019.5,1997,16.7,5.5566,0.53,5.5566
2022,10,9,13,13.6,1.4,140,93,1013.9,1018.7,1180,16.2,5.316,0.52,5.316
2022,10,9,14,13.1,1.2,200,96,1013,1017.8,853,15.4,5.5141,0.49,5.5141
2022,10,9,15,13,2,140,98,1011.9,1016.7,724,15,5.6545,1.06,5.6545
2022,10,9,16,13.2,1.4,180,98,1011.2,1016,796,14.7,5.8117,1.27,5.8117
2022,10,9,17,13.2,2.2,160,100,1010.3,1015.1,837,14.5,6.0362,0.69,6.0362
2022,10,9,18,13.3,1.9,140,100,1009.9,1014.7,674,14.2,6.1038,0.53,6.1038
2022,10,9,19,13.3,1.8,160,100,1009.6,1014.4,1015,14.2,6.2608,1.72,6.2608
2022,10,9,20,11.9,4.6,290,91,1010.5,1015.3,1747,13.5,6.2076,0.44,6.2076
2022,10,9,21,11.6,0.6,290,97,1010.3,1015.1,1557,13.4,6.126,0.58,6.126
2022,10,9,22,11.6,0.9,340,98,1010.2,1015,1872,13.4,6.0273,0.64,6.0273
2022,10,9,23,11.6,0.6,160,99,1010.5,1015.3,1850,13.2,5.8734,0.57,5.8734
2022,10,10,0,12.2,2.4,270,87,1010.1,1014.9,2000,12.2,5.4567,0.27,5.4567
2022,10,10,1,10.8,1,250,94,1009.7,1014.5,1253,12.3,5.3743,0.19,5.3743
2022,10,10,2,10.9,0.5,290,95,1009.7,1014.5,1999,12.5,5.2047,0.16,5.2047
2022,10,10,3,11.7,2.8,270,77,1009.5,1014.3,2000,12,5.0988,0.15,5.0988
2022,10,10,4,11.6,4.6,270,70,1009.3,1014.1,2000,11.4,5.0561,0.16,5.0561
2022,10,10,5,11.1,4.2,270,68,1009.5,1014.3,2000,11.2,5.058,0.16,5.058
2022,10,10,6,10.6,3.9,270,72,1009.8,1014.6,1854,10.8,5.1453,0.16,5.1453
2022,10,10,7,9.3,4,270,92,1010.2,1015,1432,10.8,5.2334,0.32,5.2334
2022,10,10,8,8.9,3.6,250,94,1010.7,1015.5,1011,11.1,5.2659,0.24,5.2659
2022,10,10,9,9.6,2.9,290,88,1011.1,1015.9,1955,12.6,5.2398,0.17,5.2398
2022,10,10,10,10.3,3.8,290,76,1011,1015.8,2000,17.6,5.1462,0.59,5.1462
2022,10,10,11,11.2,2.9,270,63,1010.6,1015.4,2000,16.8,5.1684,0.86,5.1684
2022,10,10,12,9,3.9,320,85,1010.1,1014.9,1775,15.2,5.0732,0.73,5.0732
2022,10,10,13,10.8,1.3,290,84,1009.2,1014,1987,19.1,4.9433,1.36,4.9433
2022,10,10,14,10.5,2.2,250,80,1008.7,1013.5,1997,19.4,5.0858,1.73,5.0858
2022,10,10,15,10.5,4.2,290,81,1008.1,1012.9,1767,17.2,5.2,1.25,5.2
2022,10,10,16,10,4.7,290,75,1008.4,1013.2,2000,15.2,5.3248,0.93,5.3248
2022,10,10,17,10.4,4.1,270,77,1008.4,1013.2,1853,13.4,5.5149,0.49,5.5149
2022,10,10,18,10.2,3.3,270,74,1008.2,1013,1996,12,5.6144,0.53,5.6144
2022,10,10,19,9.3,3.6,290,78,1009.2,1014,2000,11.4,5.7877,0.68,5.7877
2022,10,10,20,9,4.2,290,75,1010,1014.8,2000,10.6,5.7528,0.64,5.7528
2022,10,10,21,9,2.6,320,75,1010.8,1015.6,2000,10.6,5.7032,0.68,5.7032
2022,10,10,22,9.7,4.9,290,71,1011.5,1016.3,2000,10.4,5.6012,0.81,5.6012
2022,10,10,23,9.2,3.5,320,75,1012,1016.8,2000,10.2,5.484,0.66,5.484
2022,10,11,0,9.3,4.6,290,71,1012.5,1017.3,2000,10,5.3122,0.29,5.3122
2022,10,11,1,8.9,4.3,290,73,1013.1,1018,2000,9.4,5.1476,0.17,5.1476
2022,10,11,2,7.8,0.7,140,82,1013.7,1018.6,2000,8.7,4.9527,0.26,4.9527
2022,10,11,3,7.4,0.2,0,85,1014.1,1019,2000,8.4,4.835,0.22,4.835
2022,10,11,4,7.5,1.1,340,85,1014.6,1019.5,2000,8,4.7902,0.18,4.7902
2022,10,11,5,6.8,1,360,89,1015.5,1020.4,2000,7.7,4.801,0.15,4.801
2022,10,11,6,7.3,1.8,320,83,1016.3,1021.2,2000,7.5,4.8757,0.17,4.8757
2022,10,11,7,7.3,2.2,320,80,1016.9,1021.8,2000,7.4,4.9322,0.49,4.9322
2022,10,11,8,8.9,1.9,320,75,1017.5,1022.4,1975,9,4.8956,0.62,4.8956
2022,10,11,9,10.2,2.5,320,69,1018.2,1023.1,1994,14.8,4.7779,0.73,4.7779
2022,10,11,10,11.2,2.7,320,65,1018.4,1023.3,1970,19.9,4.6835,0.92,4.6835
2022,10,11,11,12.6,2.8,320,60,1018.2,1023,1901,23.7,4.7485,0.15,4.7485
2022,10,11,12,13.7,2.3,360,55,1017.9,1022.7,2034,25.4,4.7386,0.11,4.7386
2022,10,11,13,15.1,2.7,250,52,1017.3,1022.1,2007,26.4,4.8872,0.19,4.8872
2022,10,11,14,15.9,2.7,270,48,1016.9,1021.7,1735,26,5.1009,0.13,5.1009
2022,10,11,15,15.7,3.8,250,54,1016.9,1021.7,1830,22.2,5.2023,0.23,5.2023
2022,10,11,16,15.8,3,270,57,1017,1021.8,1985,18,5.3376,0.23,5.3376
2022,10,11,17,15.7,2.3,290,55,1017.2,1022,1997,15.7,5.4899,0.31,5.4899
2022,10,11,18,13.9,1.6,250,65,1017.5,1022.3,2000,13.9,5.7103,0.68,5.7103
2022,10,11,19,12.4,1.1,320,72,1018.1,1022.9,2000,12.4,5.7139,0.98,5.7139
2022,10,11,20,11.5,1.4,270,76,1018.9,1023.7,2000,11.4,5.653,0.88,5.653
2022,10,11,21,9.8,0.8,270,86,1019.5,1024.4,1983,10.6,5.5708,0.46,5.5708
2022,10,11,22,9.2,1.3,320,88,1020.1,1025,1744,9.9,5.4626,0.41,5.4626
2022,10,11,23,8.3,1.1,270,90,1020.5,1025.4,1632,9.3,5.9598,0.41,5.9598
2022,10,12,0,7.9,1.8,320,90,1020.3,1025.2,1974,8.8,5.0324,0.45,5.0324
2022,10,12,1,6.8,0.9,270,93,1020.7,1025.6,1861,8.3,4.8601,0.35,4.8601
2022,10,12,2,6.4,0.7,290,94,1021,1026,1930,8,4.7664,0.33,4.7664
2022,10,12,3,5.8,0.7,290,95,1021.1,1026.1,1999,7.6,4.7484,0.3,4.7484
2022,10,12,4,5.8,0.6,290,97,1021.4,1026.4,1933,7.3,4.7997,0.26,4.7997
2022,10,12,5,5.8,0.8,290,98,1021.6,1026.6,1761,7.1,4.9687,0.27,4.9687
2022,10,12,6,6.2,0.9,320,98,1021.6,1026.6,1737,6.9,5.2652,0.23,5.2652
2022,10,12,7,6.4,0.4,0,99,1022.2,1027.2,1021,6.9,5.7142,0.3,5.7142
2022,10,12,8,9,0.5,270,94,1022.8,1027.7,1526,9.2,6.2294,0.29,6.2294
2022,10,12,9,11.6,1.7,90,78,1023.2,1028.1,1080,14.4,6.3089,0.5,6.3089
2022,10,12,10,13.3,1.8,90,69,1023.4,1028.2,1170,18.8,6.1993,0.22,6.1993
2022,10,12,11,15.3,2,110,58,1023.2,1028,1310,22,6.0173,0.26,6.0173
